Gene stable ID	Mouse gene stable ID	Mouse gene name	Gene name	Mouse orthology confidence [0 low, 1 high]	%id. target Mouse gene identical to query gene	%id. query gene identical to target Mouse gene
ENSG00000222826	ENSMUSG00000084694	Gm24893	RN7SKP286	0	63.5452	51.4905
ENSG00000206718	ENSMUSG00000075893	Gm25538	RNU6-546P	0	85.9813	85.9813
ENSG00000252361	ENSMUSG00000096866	Gm22260	RNU6-118P	0	79.4118	75.7009
ENSG00000200090	ENSMUSG00000064945	Rny3	RF00019	0	89.899	87.2549
ENSG00000281295	ENSMUSG00000089447	Gm22532	SNORA50B	1	75.1825	73.5714
ENSG00000199634	ENSMUSG00000088250	Gm26393	RNU4-79P	0	65.9574	72.093
ENSG00000201820	ENSMUSG00000084711	Gm24629	RF00019	0	69.2308	70.7865
ENSG00000202000	ENSMUSG00000064648	Gm23303	RNU1-36P	0	64.8485	70.3947
ENSG00000206627	ENSMUSG00000089546	Gm25839	RNU6-969P	0	72.381	73.7864
ENSG00000252258	ENSMUSG00000088228	Gm22603	RF00156	0	50.3759	69.7917
ENSG00000274868	ENSMUSG00000098393	Gm28000	RF01518	0	33.3333	35.2941
ENSG00000274868	ENSMUSG00000098373	Gm27679	RF01518	0	43.3333	46.4286
ENSG00000274868	ENSMUSG00000099208	Gm27940	RF01518	0	44.4444	40.8163
ENSG00000252947	ENSMUSG00000088990	Gm22767	SCARNA1	1	87.9518	88.4848
ENSG00000277577	ENSMUSG00000098743	Gm27927	RF01881	1	85.7143	85.7143
ENSG00000207468	ENSMUSG00000095097	Gm23658	SNORA19	0	92.1875	89.3939
ENSG00000207468	ENSMUSG00000095530	Snora19	SNORA19	1	92.1875	89.3939
ENSG00000198952	ENSMUSG00000001415	Smg5	SMG5	1	93.4055	93.3137
ENSG00000160783	ENSMUSG00000028066	Pmf1	PMF1	1	60.8696	62.3762
ENSG00000074590	ENSMUSG00000020032	Nuak1	NUAK1	1	90.7716	91.1854
ENSG00000241973	ENSMUSG00000041720	Pi4ka	PI4KA	1	94.9572	97.6517
ENSG00000188641	ENSMUSG00000033308	Dpyd	DPYD	1	89.561	89.561
ENSG00000186472	ENSMUSG00000061601	Pclo	PCLO	1	82.5749	83.7806
ENSG00000120837	ENSMUSG00000020248	Nfyb	NFYB	1	99.0338	99.0338
ENSG00000184164	ENSMUSG00000023272	Creld2	CRELD2	1	64.6766	74.2857
ENSG00000170890	ENSMUSG00000029522	Pla2g1b	PLA2G1B	1	77.7027	78.7671
ENSG00000090020	ENSMUSG00000028854	Slc9a1	SLC9A1	1	92.8834	92.3171
ENSG00000069974	ENSMUSG00000032202	Rab27a	RAB27A	1	95.9276	95.9276
ENSG00000166598	ENSMUSG00000020048	Hsp90b1	HSP90B1	1	97.1357	97.2569
ENSG00000071127	ENSMUSG00000005103	Wdr1	WDR1	1	95.2145	95.2145
ENSG00000143036	ENSMUSG00000039865	Slc44a3	SLC44A3	1	81.0107	80.6402
ENSG00000148773	ENSMUSG00000031004	Mki67	MKI67	0	41.984	43.028
ENSG00000160685	ENSMUSG00000028042	Zbtb7b	ZBTB7B	1	83.2461	87.6838
ENSG00000173207	ENSMUSG00000062687	Cks1brt	CKS1B	0	93.6709	77.0833
ENSG00000111725	ENSMUSG00000029513	Prkab1	PRKAB1	1	96.6667	96.6667
ENSG00000156017	ENSMUSG00000024726	Carnmt1	CARNMT1	1	89.731	91.75
ENSG00000175906	ENSMUSG00000034936	Arl4d	ARL4D	1	95.0249	95.0249
ENSG00000163346	ENSMUSG00000042613	Pbxip1	PBXIP1	1	69.2202	69.6011
ENSG00000144893	ENSMUSG00000056476	Med12l	MED12L	1	95.0583	93.3181
ENSG00000174944	ENSMUSG00000036381	P2ry14	P2RY14	1	83.1361	80.9798
ENSG00000154511	ENSMUSG00000029270	Fam69a	FAM69A	1	96.9626	96.9626
ENSG00000262660	ENSMUSG00000025792	Slc25a10	AC139530.2	1	53.3937	82.23
ENSG00000262814	ENSMUSG00000039640	Mrpl12	MRPL12	1	85.3535	84.0796
ENSG00000150628	ENSMUSG00000031518	Spata4	SPATA4	1	68.5246	70.8475
ENSG00000130755	ENSMUSG00000060791	Gmfg	GMFG	1	87.3239	87.3239
ENSG00000120860	ENSMUSG00000020056	Washc3	WASHC3	1	90.2062	90.2062
ENSG00000129071	ENSMUSG00000030322	Mbd4	MBD4	1	61.2069	64.0794
ENSG00000173706	ENSMUSG00000075254	Heg1	HEG1	1	60.029	62.0045
ENSG00000134716	ENSMUSG00000081225	Cyp2j12	CYP2J2	1	70.7171	70.7171
ENSG00000134716	ENSMUSG00000015224	Cyp2j9	CYP2J2	1	72.51	72.51
ENSG00000134716	ENSMUSG00000066097	Cyp2j11	CYP2J2	0	68.1275	67.8571
ENSG00000134716	ENSMUSG00000081362	Cyp2j7	CYP2J2	1	70.3187	70.0397
ENSG00000134716	ENSMUSG00000028571	Cyp2j13	CYP2J2	1	72.1116	71.9682
ENSG00000134716	ENSMUSG00000052520	Cyp2j5	CYP2J2	0	69.9203	70.0599
ENSG00000134716	ENSMUSG00000052914	Cyp2j6	CYP2J2	1	76.2948	76.4471
ENSG00000134716	ENSMUSG00000082932	Cyp2j8	CYP2J2	1	70.3187	70.1789
ENSG00000138669	ENSMUSG00000029334	Prkg2	PRKG2	1	96.8504	96.8504
ENSG00000177954	ENSMUSG00000090733	Rps27	RPS27	1	100	100
ENSG00000182580	ENSMUSG00000005958	Ephb3	EPHB3	1	95.8918	96.3746
ENSG00000198837	ENSMUSG00000042404	Dennd4b	DENND4B	1	93.8503	92.9801
ENSG00000185252	ENSMUSG00000002266	Zim1	ZNF74	0	31.3665	34.8877
ENSG00000117713	ENSMUSG00000007880	Arid1a	ARID1A	1	96.3239	96.4082
ENSG00000066923	ENSMUSG00000036928	Stag3	STAG3	1	78.4666	77.5806
ENSG00000127337	ENSMUSG00000020171	Yeats4	YEATS4	1	99.5595	99.5595
ENSG00000140526	ENSMUSG00000039202	Abhd2	ABHD2	1	98.8235	98.8235
ENSG00000155761	ENSMUSG00000027867	Spag17	SPAG17	1	73.8192	70.7328
ENSG00000140391	ENSMUSG00000032324	Tspan3	TSPAN3	1	97.2332	97.2332
ENSG00000143367	ENSMUSG00000005968	Tuft1	TUFT1	1	88.9744	88.9744
ENSG00000136522	ENSMUSG00000037531	Mrpl47	MRPL47	1	77.6	76.9841
ENSG00000164106	ENSMUSG00000031610	Scrg1	SCRG1	1	81.6327	81.6327
ENSG00000140511	ENSMUSG00000030606	Hapln3	HAPLN3	1	68.7204	80.7799
ENSG00000162069	ENSMUSG00000043782	Bicdl2	BICDL2	1	83.0709	83.2347
ENSG00000162551	ENSMUSG00000028766	Alpl	ALPL	1	89.8855	89.8855
ENSG00000197728	ENSMUSG00000025362	Rps26	RPS26	1	100	100
ENSG00000109586	ENSMUSG00000031608	Galnt7	GALNT7	1	95.1294	95.1294
ENSG00000145423	ENSMUSG00000027996	Sfrp2	SFRP2	1	96.9492	96.9492
ENSG00000023902	ENSMUSG00000015745	Plekho1	PLEKHO1	1	88.2641	88.4804
ENSG00000100167	ENSMUSG00000022456	Sept3	SEPT3	1	90.5028	96.1424
ENSG00000165972	ENSMUSG00000036168	Ccdc38	CCDC38	1	68.206	68.206
ENSG00000211794	ENSMUSG00000096138	Trav7-6	TRAV12-3	0	54.386	55.3571
ENSG00000211794	ENSMUSG00000096746	Trav7d-3	TRAV12-3	0	61.4035	62.5
ENSG00000211794	ENSMUSG00000106620	Trav7-5	TRAV12-3	0	54.386	55.3571
ENSG00000211794	ENSMUSG00000094023	Trav7d-4	TRAV12-3	0	59.6491	60.177
ENSG00000211794	ENSMUSG00000095736	Trav7n-4	TRAV12-3	0	59.6491	60.177
ENSG00000211794	ENSMUSG00000105533	Trav7d-2	TRAV12-3	0	56.1404	57.1429
ENSG00000211794	ENSMUSG00000105721	C920008G01Rik	TRAV12-3	0	57.0175	58.0357
ENSG00000211794	ENSMUSG00000104620	Trav7-1	TRAV12-3	0	57.0175	58.0357
ENSG00000211794	ENSMUSG00000105393	Trav7d-5	TRAV12-3	0	52.6316	53.5714
ENSG00000211794	ENSMUSG00000096417	Trav7-2	TRAV12-3	0	56.1404	57.1429
ENSG00000211794	ENSMUSG00000096908	Trav7-3	TRAV12-3	0	61.4035	62.5
ENSG00000211794	ENSMUSG00000094766	Trav7-4	TRAV12-3	0	58.7719	59.292
ENSG00000211794	ENSMUSG00000105629	Trav7n-5	TRAV12-3	0	52.6316	53.5714
ENSG00000211794	ENSMUSG00000105080	Trav7n-6	TRAV12-3	1	57.0175	58.0357
ENSG00000161267	ENSMUSG00000046598	Bdh1	BDH1	1	85.7143	85.7143
ENSG00000239388	ENSMUSG00000021898	Asb14	ASB14	1	83.3049	79.5122
ENSG00000121858	ENSMUSG00000039304	Tnfsf10	TNFSF10	1	63.3452	61.1684
ENSG00000011052	ENSMUSG00000037601	Nme1	NME1-NME2	1	53.5581	94.0789
ENSG00000174611	ENSMUSG00000035606	Ky	KY	1	90.469	90.469
ENSG00000041515	ENSMUSG00000039057	Myo16	MYO16	1	76.3298	74.7785
ENSG00000284701	ENSMUSG00000037689	Tmem247	TMEM247	1	65.2968	67.7725
ENSG00000173692	ENSMUSG00000026229	Psmd1	PSMD1	1	99.0556	99.0556
ENSG00000284299	ENSMUSG00000058248	Kcnh1	AL590132.1	0	90.4564	44.0849
ENSG00000171724	ENSMUSG00000046844	Vat1l	VAT1L	1	98.0907	98.5611
ENSG00000163512	ENSMUSG00000039285	Azi2	AZI2	1	84.1837	81.4815
ENSG00000109670	ENSMUSG00000028086	Fbxw7	FBXW7	1	96.4639	96.0563
ENSG00000162775	ENSMUSG00000048109	Rbm15	RBM15	1	92.7329	94.1788
ENSG00000185504	ENSMUSG00000025384	Faap100	FAAP100	1	72.9852	73.1513
ENSG00000108342	ENSMUSG00000038067	Csf3	CSF3	1	72.4638	72.1154
ENSG00000188649	ENSMUSG00000108929	Cc2d2b	CC2D2B	0	82.2943	23.4875
ENSG00000054392	ENSMUSG00000037375	Hhat	HHAT	1	79.1498	78.3567
ENSG00000133937	ENSMUSG00000021095	Gsc	GSC	1	96.8872	97.2656
ENSG00000137513	ENSMUSG00000018995	Nars2	NARS2	1	84.4864	84.4864
ENSG00000155275	ENSMUSG00000029097	Trmt44	TRMT44	1	65.1255	69.1445
ENSG00000132623	ENSMUSG00000074771	Ankef1	ANKEF1	1	85.3093	85.4194
ENSG00000058063	ENSMUSG00000037400	Atp11b	ATP11B	1	93.373	93.5319
ENSG00000057468	ENSMUSG00000005493	Msh4	MSH4	1	85.2564	83.2985
ENSG00000125450	ENSMUSG00000020739	Nup85	NUP85	1	91.311	91.311
ENSG00000111052	ENSMUSG00000019906	Lin7a	LIN7A	1	99.5708	99.5708
ENSG00000164109	ENSMUSG00000029910	Mad2l1	MAD2L1	1	94.1463	94.1463
ENSG00000211785	ENSMUSG00000096138	Trav7-6	TRAV12-1	0	54.4643	54.4643
ENSG00000211785	ENSMUSG00000096746	Trav7d-3	TRAV12-1	0	57.1429	57.1429
ENSG00000211785	ENSMUSG00000106620	Trav7-5	TRAV12-1	0	50	50
ENSG00000211785	ENSMUSG00000094023	Trav7d-4	TRAV12-1	0	50.8929	50.4425
ENSG00000211785	ENSMUSG00000095736	Trav7n-4	TRAV12-1	0	51.7857	51.3274
ENSG00000211785	ENSMUSG00000105533	Trav7d-2	TRAV12-1	0	50	50
ENSG00000211785	ENSMUSG00000105721	C920008G01Rik	TRAV12-1	0	55.3571	55.3571
ENSG00000211785	ENSMUSG00000104620	Trav7-1	TRAV12-1	0	51.7857	51.7857
ENSG00000211785	ENSMUSG00000105393	Trav7d-5	TRAV12-1	0	48.2143	48.2143
ENSG00000211785	ENSMUSG00000096417	Trav7-2	TRAV12-1	0	50	50
ENSG00000211785	ENSMUSG00000096908	Trav7-3	TRAV12-1	0	57.1429	57.1429
ENSG00000211785	ENSMUSG00000094766	Trav7-4	TRAV12-1	0	50	49.5575
ENSG00000211785	ENSMUSG00000105629	Trav7n-5	TRAV12-1	0	48.2143	48.2143
ENSG00000211785	ENSMUSG00000105080	Trav7n-6	TRAV12-1	0	55.3571	55.3571
ENSG00000137522	ENSMUSG00000070426	Rnf121	RNF121	1	98.1651	98.1651
ENSG00000170776	ENSMUSG00000066406	Akap13	AKAP13	1	72.6305	73.7032
ENSG00000148296	ENSMUSG00000036160	Surf6	SURF6	1	71.7452	72.9577
ENSG00000116128	ENSMUSG00000038256	Bcl9	BCL9	1	95.3015	95.3684
ENSG00000131097	ENSMUSG00000020928	Higd1b	HIGD1B	1	76.7677	77.551
ENSG00000128573	ENSMUSG00000029563	Foxp2	FOXP2	1	95.9459	99.4398
ENSG00000148175	ENSMUSG00000026880	Stom	STOM	1	86.1111	87.3239
ENSG00000184009	ENSMUSG00000062825	Actg1	ACTG1	1	100	100
ENSG00000139946	ENSMUSG00000021846	Peli2	PELI2	1	95	95.2267
ENSG00000169876	ENSMUSG00000037390	Muc3	MUC17	0	3.9172	46.5608
ENSG00000218823	ENSMUSG00000074817	Papolb	PAPOLB	1	84.7724	84.1122
ENSG00000111729	ENSMUSG00000067767	Clec4b2	CLEC4A	0	39.2405	44.7115
ENSG00000111729	ENSMUSG00000030148	Clec4a2	CLEC4A	0	54.4304	49.2366
ENSG00000111729	ENSMUSG00000049037	Clec4a1	CLEC4A	1	52.3207	50.6122
ENSG00000111729	ENSMUSG00000059639	Clec4a4	CLEC4A	0	51.0549	51.2712
ENSG00000111729	ENSMUSG00000043832	Clec4a3	CLEC4A	1	50.6329	50.6329
ENSG00000111729	ENSMUSG00000030147	Clec4b1	CLEC4A	0	40.5063	45.933
ENSG00000107282	ENSMUSG00000024897	Apba1	APBA1	1	93.4289	92.8741
ENSG00000100220	ENSMUSG00000001783	Rtcb	RTCB	1	99.4059	99.4059
ENSG00000198301	ENSMUSG00000029415	Sdad1	SDAD1	1	93.8865	93.8865
ENSG00000057704	ENSMUSG00000020023	Tmcc3	TMCC3	1	93.9203	93.9203
ENSG00000091527	ENSMUSG00000032803	Cdv3	CDV3	1	81.0078	74.3772
ENSG00000139146	ENSMUSG00000039985	Fam60a	SINHCAF	1	97.7376	97.7376
ENSG00000166930	ENSMUSG00000054523	Ms4a5	MS4A5	1	67.5	68.5279
ENSG00000113805	ENSMUSG00000030075	Cntn3	CNTN3	1	91.4397	91.4397
ENSG00000159588	ENSMUSG00000034035	Ccdc17	CCDC17	1	58.1994	64.0708
ENSG00000145390	ENSMUSG00000039701	Usp53	USP53	1	72.973	73.246
ENSG00000166913	ENSMUSG00000018326	Ywhab	YWHAB	1	98.7805	98.7805
ENSG00000061938	ENSMUSG00000022791	Tnk2	TNK2	1	89.1344	91.7536
ENSG00000094914	ENSMUSG00000036678	Aaas	AAAS	1	93.5897	93.5897
ENSG00000125534	ENSMUSG00000016344	Ppdpf	PPDPF	1	65.7895	65.2174
ENSG00000139053	ENSMUSG00000064330	Pde6h	PDE6H	1	91.5663	91.5663
ENSG00000250821	ENSMUSG00000091204	Gm7271	EXOC1L	1	90.1163	90.1163
ENSG00000125730	ENSMUSG00000024164	C3	C3	1	77.0295	77.0295
ENSG00000136021	ENSMUSG00000069539	Scyl2	SCYL2	1	92.7117	93.0107
ENSG00000121933	ENSMUSG00000074344	Tmigd3	TMIGD3	0	39.1931	65.0718
ENSG00000118007	ENSMUSG00000037286	Stag1	STAG1	1	99.3641	99.3641
ENSG00000131686	ENSMUSG00000028972	Car6	CA6	0	49.8403	49.2114
ENSG00000204389	ENSMUSG00000090877	Hspa1b	HSPA1A	1	95.3198	95.1713
ENSG00000204389	ENSMUSG00000091971	Hspa1a	HSPA1A	1	95.3198	95.3198
ENSG00000173699	ENSMUSG00000026226	Spata3	SPATA3	1	52.0833	51.8135
ENSG00000157388	ENSMUSG00000015968	Cacna1d	CACNA1D	1	94.9564	95.614
ENSG00000152591	ENSMUSG00000053268	Dspp	DSPP	0	45.3497	62.4339
ENSG00000174917	ENSMUSG00000049760	2410015M20Rik	C19orf70	1	67.8571	79.8319
ENSG00000166949	ENSMUSG00000032402	Smad3	SMAD3	1	100	100
ENSG00000085465	ENSMUSG00000074340	Ovgp1	OVGP1	1	59.882	56.3107
ENSG00000140488	ENSMUSG00000032297	Celf6	CELF6	1	91.8919	96.087
ENSG00000150961	ENSMUSG00000039234	Sec24d	SEC24D	1	88.0814	88.0814
ENSG00000138316	ENSMUSG00000059901	Adamts14	ADAMTS14	1	81.0767	82.4212
ENSG00000116133	ENSMUSG00000034926	Dhcr24	DHCR24	1	96.8992	96.8992
ENSG00000133863	ENSMUSG00000009628	Tex15	TEX15	0	47.8904	54.614
ENSG00000214787	ENSMUSG00000101389	Ms4a4a	MS4A4E	0	50.8982	36.0169
ENSG00000280090	ENSMUSG00000066747	Olfr878	OR8B4	1	86.0841	84.7134
ENSG00000211753	ENSMUSG00000076480	Trbv29	TRBV28	1	68.4211	68.4211
ENSG00000080822	ENSMUSG00000022744	Cldnd1	CLDND1	1	84.058	91.6996
ENSG00000080819	ENSMUSG00000022742	Cpox	CPOX	1	78.6344	80.5869
ENSG00000186810	ENSMUSG00000050232	Cxcr3	CXCR3	1	75.9036	85.8311
ENSG00000117222	ENSMUSG00000026439	Rbbp5	RBBP5	1	99.0706	99.0706
ENSG00000186654	ENSMUSG00000036106	Prr5	PRR5	1	81.5085	86.5633
ENSG00000155744	ENSMUSG00000038174	Fam126b	FAM126B	1	95.283	86.1775
ENSG00000132518	ENSMUSG00000020890	Gucy2e	GUCY2D	1	85.4941	85.1083
ENSG00000083720	ENSMUSG00000022186	Oxct1	OXCT1	1	91.9231	91.9231
ENSG00000013293	ENSMUSG00000069072	Slc7a14	SLC7A14	1	96.7575	96.7575
ENSG00000248405	ENSMUSG00000078954	Arhgap8	PRR5-ARHGAP8	1	60.8156	80.7059
ENSG00000101323	ENSMUSG00000027261	Hao1	HAO1	1	89.4595	89.4595
ENSG00000259030	ENSMUSG00000040086	Tnni3k	FPGT-TNNI3K	1	78.9252	89.8082
ENSG00000182158	ENSMUSG00000038648	Creb3l2	CREB3L2	1	91.1538	90.9789
ENSG00000189079	ENSMUSG00000033237	Arid2	ARID2	1	91.9891	92.3414
ENSG00000244694	ENSMUSG00000042256	Ptchd4	PTCHD4	1	96.4539	90.566
ENSG00000143850	ENSMUSG00000041757	Plekha6	PLEKHA6	1	92.0802	82.2677
ENSG00000085978	ENSMUSG00000026289	Atg16l1	ATG16L1	1	93.9044	91.4928
ENSG00000211710	ENSMUSG00000076465	Trbv5	TRBV4-1	1	60.5263	61.0619
ENSG00000136267	ENSMUSG00000036095	Dgkb	DGKB	1	95.6468	96.7296
ENSG00000142599	ENSMUSG00000039852	Rere	RERE	1	94.0613	94.5443
ENSG00000172345	ENSMUSG00000046027	Stard5	STARD5	1	83.5681	83.5681
ENSG00000132881	ENSMUSG00000073733	Rsg1	CPLANE2	1	88.7597	88.7597
ENSG00000100307	ENSMUSG00000053411	Cbx7	CBX7	1	55.7769	88.6076
ENSG00000138180	ENSMUSG00000024989	Cep55	CEP55	1	75	75.3247
ENSG00000158825	ENSMUSG00000028755	Cda	CDA	1	81.5069	81.5069
ENSG00000154358	ENSMUSG00000061462	Obscn	OBSCN	1	71.4334	79.3576
ENSG00000139517	ENSMUSG00000016520	Lnx2	LNX2	1	89.7101	90.1019
ENSG00000204300	ENSMUSG00000040541	Tmem225	TMEM225	0	46.2222	45.2174
ENSG00000128059	ENSMUSG00000029246	Ppat	PPAT	1	92.8433	92.8433
ENSG00000106003	ENSMUSG00000029570	Lfng	LFNG	1	88.6544	88.8889
ENSG00000184445	ENSMUSG00000029414	Kntc1	KNTC1	1	80.9869	81.0603
ENSG00000016402	ENSMUSG00000020007	Il20ra	IL20RA	1	63.6528	64.4689
ENSG00000066739	ENSMUSG00000041341	Atg2b	ATG2B	1	90.7603	90.8916
ENSG00000241476	ENSMUSG00000079703	Ssxb8	SSX2	0	19.2825	25.2941
ENSG00000241476	ENSMUSG00000079702	Ssxb6	SSX2	0	19.2825	25.2941
ENSG00000241476	ENSMUSG00000079704	Gm14459	SSX2	0	18.3857	22.905
ENSG00000241476	ENSMUSG00000095316	Gm21876	SSX2	0	15.2466	36.1702
ENSG00000241476	ENSMUSG00000079697	Gm5751	SSX2	0	16.5919	25.1701
ENSG00000241476	ENSMUSG00000068219	Ssxb10	SSX2	0	18.8341	24.7059
ENSG00000241476	ENSMUSG00000035371	Ssx9	SSX2	0	17.9372	23.5294
ENSG00000241476	ENSMUSG00000068218	Ssxb9	SSX2	0	18.8341	22.7027
ENSG00000241476	ENSMUSG00000079699	Gm6592	SSX2	0	17.9372	23.8095
ENSG00000241476	ENSMUSG00000079701	Ssxb3	SSX2	0	18.3857	24.1176
ENSG00000241476	ENSMUSG00000071816	Ssxb5	SSX2	0	18.8341	26.4151
ENSG00000241476	ENSMUSG00000062814	Ssxa1	SSX2	0	19.7309	34.6457
ENSG00000241476	ENSMUSG00000023165	Ssxb2	SSX2	0	16.5919	22.4242
ENSG00000241476	ENSMUSG00000079705	Ssxb1	SSX2	0	19.2825	25.2941
ENSG00000176198	ENSMUSG00000057179	Olfr747	OR11H4	0	84.2593	87.2204
ENSG00000176198	ENSMUSG00000059069	Olfr749	OR11H4	0	85.8025	88.8179
ENSG00000170854	ENSMUSG00000022724	Riox2	RIOX2	1	76.5591	76.5591
ENSG00000066455	ENSMUSG00000021192	Golga5	GOLGA5	1	83.8577	84.0878
ENSG00000124232	ENSMUSG00000017007	Rbpjl	RBPJL	1	86.8472	87.1845
ENSG00000073910	ENSMUSG00000056602	Fry	FRY	1	96.7806	96.5563
ENSG00000176219	ENSMUSG00000050028	Olfr745	OR11H6	1	81.5152	82.0122
ENSG00000132437	ENSMUSG00000020182	Ddc	DDC	1	89.375	89.375
ENSG00000284484	ENSMUSG00000095975	Cphx1	AC025287.4	0	14.5	31.8681
ENSG00000284484	ENSMUSG00000098463	Cphx2	AC025287.4	0	14.5	31.8681
ENSG00000284484	ENSMUSG00000094817	Cphx3	AC025287.4	0	14.5	31.8681
ENSG00000109436	ENSMUSG00000031709	Tbc1d9	TBC1D9	1	95.8926	96.0443
ENSG00000114786	ENSMUSG00000023262	Acy1	ABHD14A-ACY1	1	56.8259	81.6176
ENSG00000116745	ENSMUSG00000028174	Rpe65	RPE65	1	93.621	93.621
ENSG00000165061	ENSMUSG00000037492	Zmat4	ZMAT4	1	94.7598	94.7598
ENSG00000157368	ENSMUSG00000031750	Il34	IL34	1	66.9421	68.9362
ENSG00000172062	ENSMUSG00000021645	Smn1	SMN1	1	81.2925	82.9861
ENSG00000088305	ENSMUSG00000082079	Dnmt3c	DNMT3B	1	67.6436	77.973
ENSG00000088305	ENSMUSG00000027478	Dnmt3b	DNMT3B	1	83.939	83.2558
ENSG00000076555	ENSMUSG00000042010	Acacb	ACACB	1	88.4052	88.7663
ENSG00000105370	ENSMUSG00000093639	Lim2	LIM2	1	73.4884	91.3295
ENSG00000183741	ENSMUSG00000089715	Cbx6	CBX6	1	88.835	88.4058
ENSG00000135845	ENSMUSG00000026698	Pigc	PIGC	1	93.6027	93.6027
ENSG00000153292	ENSMUSG00000041293	Adgrf1	ADGRF1	1	70.1099	70.2643
ENSG00000105697	ENSMUSG00000056978	Hamp2	HAMP	1	52.381	52.381
ENSG00000105697	ENSMUSG00000050440	Hamp	HAMP	1	58.3333	59.0361
ENSG00000010165	ENSMUSG00000026694	Mettl13	METTL13	1	89.5565	89.6848
ENSG00000167779	ENSMUSG00000023046	Igfbp6	IGFBP6	1	70	70.5882
ENSG00000253731	ENSMUSG00000103472	Pcdhga7	PCDHGA6	1	76.824	76.5775
ENSG00000204613	ENSMUSG00000073400	Trim10	TRIM10	1	84.1996	82.8221
ENSG00000184650	ENSMUSG00000032921	Odf4	ODF4	0	46.3035	41.0345
ENSG00000253305	ENSMUSG00000103088	Pcdhgb6	PCDHGB6	1	83.2258	83.2258
ENSG00000240764	ENSMUSG00000102918	Pcdhgc3	PCDHGC5	0	46.5042	47.0021
ENSG00000025770	ENSMUSG00000008690	Ncaph2	NCAPH2	1	79.538	79.2763
ENSG00000182652	ENSMUSG00000046210	Olfr735	OR4Q3	1	79.2332	70.0565
ENSG00000253767	ENSMUSG00000103897	Pcdhga8	PCDHGA8	1	83.3691	83.3691
ENSG00000176299	ENSMUSG00000045306	Olfr734	OR4M1	1	91.3738	91.3738
ENSG00000283536	ENSMUSG00000097050	Gm9918	AC021072.1	1	69.7674	68.9655
ENSG00000173085	ENSMUSG00000029319	Coq2	COQ2	1	70.0713	78.877
ENSG00000164920	ENSMUSG00000022330	Osr2	OSR2	1	57.5058	90.2174
ENSG00000132535	ENSMUSG00000020886	Dlg4	DLG4	1	92.9596	98.4807
ENSG00000122033	ENSMUSG00000016510	Mtif3	MTIF3	1	64.7482	65.2174
ENSG00000139579	ENSMUSG00000025374	Nabp2	NABP2	1	93.3649	92.9245
ENSG00000155016	ENSMUSG00000027983	Cyp2u1	CYP2U1	1	78.3088	80.3774
ENSG00000104973	ENSMUSG00000002968	Med25	MED25	1	92.7711	93.0201
ENSG00000069764	ENSMUSG00000022683	Pla2g10	PLA2G10	1	66.0606	72.1854
ENSG00000089195	ENSMUSG00000037376	Trmt6	TRMT6	1	85.3119	85.3119
ENSG00000086758	ENSMUSG00000025261	Huwe1	HUWE1	1	97.8052	97.7159
ENSG00000023445	ENSMUSG00000032000	Birc3	BIRC3	1	74.0066	74.2525
ENSG00000253846	ENSMUSG00000102222	Pcdhga10	PCDHGA10	1	87.1795	87.7419
ENSG00000252727	ENSMUSG00000088151	Gm26347	RF00564	0	45.4545	45.8015
ENSG00000252765	ENSMUSG00000088903	Gm25434	RF00424	0	59.3583	66.4671
ENSG00000222069	ENSMUSG00000088395	Gm26313	RN7SKP285	0	50.9434	52.5974
ENSG00000129932	ENSMUSG00000113262	Gm48551	DOHH	0	38.7417	52.2321
ENSG00000129932	ENSMUSG00000078440	Dohh	DOHH	1	84.7682	84.7682
ENSG00000206602	ENSMUSG00000064647	Gm23301	SNORD58A	1	90.7692	90.7692
ENSG00000199402	ENSMUSG00000065102	n-R5s50	RNA5SP308	0	65.2174	67.5676
ENSG00000199402	ENSMUSG00000088711	Gm22731	RNA5SP308	0	51.3043	62.766
ENSG00000199402	ENSMUSG00000077437	n-R5s178	RNA5SP308	0	66.9565	67.5439
ENSG00000212392	ENSMUSG00000065293	Gm26124	RF00019	0	72.807	76.8519
ENSG00000252167	ENSMUSG00000077401	n-R5s82	RNA5SP287	0	61.165	57.7982
ENSG00000264229	ENSMUSG00000080542	Gm22710	RNU4ATAC	1	90.5512	92
ENSG00000200408	ENSMUSG00000064857	n-R5s25	RNA5SP74	0	92.6606	84.8739
ENSG00000252882	ENSMUSG00000088195	Gm23901	RNU6-1137P	0	56.5657	52.3364
ENSG00000277966	ENSMUSG00000098683	Gm27817	RF02140	1	93.133	93.133
ENSG00000206658	ENSMUSG00000087841	Gm25623	RNU6-1039P	0	71.028	70.3704
ENSG00000206658	ENSMUSG00000088763	Gm24391	RNU6-1039P	0	66.3551	69.6078
ENSG00000206992	ENSMUSG00000065659	Gm23103	RNU6-574P	0	95.3271	95.3271
ENSG00000252209	ENSMUSG00000065746	Gm25005	RNU1-48P	0	68.5185	71.1538
ENSG00000252209	ENSMUSG00000087752	Gm23467	RNU1-48P	0	62.963	64.1509
ENSG00000252577	ENSMUSG00000089209	Gm26215	SCARNA20	0	58.7786	55.3957
ENSG00000200623	ENSMUSG00000065752	Gm23344	SNORD18A	1	72.2222	76.4706
ENSG00000275063	ENSMUSG00000103939	Ighv3-4	AC233755.1	0	63.2479	63.2479
ENSG00000275063	ENSMUSG00000076676	Ighv12-3	AC233755.1	0	62.3932	62.3932
